index,name,climate-risk-region,farming-system,sub-system,farm-vulnerability-component,weather-event,weather-event-season-or-period,2nd-weather-event,2nd-weather-event-season-or-period,description-of-the-measure,implementation,ghg-emissions,air-quality,soil,water,biodiversity,animal-welfare,economic,social,technical-feasibility,comments-on-sustainability,alt-language,alt-name,alt-sub-system,alt-weather-event-season-or-period,alt-2nd-weather-event-season-or-period,alt-description-of-the-measure,alt-comments-on-sustainability
144,Grassland management,3,2,Dairy cows,21,8,All,,,Planning the cutting and grazing times properly to react to varying weather and growing conditions,1,2,2,2,2,2,1,5,2,2,"Through the lengthening of the vegetation period and a higher risk for drought in summer and extreme weather events, there is a need to adapt the grassland management. The efficiency of the grassland can be increased by adapting the cutting and grazing times of the different grassland plots. It has positive effects on the fodder quality and therefore on the animal production and health. ",1,Grünlandmanagement,Milchkühe,Ganzjährig,,Angepasste Planung von Schnitt- und Weidezeiten durch sich verändernde Wetter- bzw. Produktionsbedingungen,Durch die verlängerte Vegetationsperiode und das erhöhte Risiko für Trockenheit und Extremwetterbedingungen durch den Klimawandel bedarf es einer Anpassung der Grünlandbewirtschaftung. Ein verbessertes Grünlandmanagment ermöglicht die Festlegung von optimalen Weide- und Schnittzeitpunkten der verschiedenen Grünlandflächen. Dies wirkt sich positiv auf die Futterqualität-/quantität und somit auf die Tierleistung und -gesundheit aus.
145,Reduced cutting and fertilising of grassland,3,2,Dairy cows,21,1,Summer,,,"During drought periods, less cutting and fertilising  till the grass is green and able to absorb nutrients again",1,1,1,1,1,2,2,5,2,1,"By mowing the grassland less often, the total yields are usually higher than with the normal number of cuttings. Less harvest crossings are therefore necessary which lead to a reduced fuel need, working hours and to less soil compaction. Due to a reduced fertilisation, less ammonia emissons occur. It is however important to cut old dry grass which won't green any more. ",1,Reduzierte Schnittnutzung und Düngung,Milchkühe,Sommer,,Weniger Schnitte und reduzierte Düngung solange das Grünland trocken ist und keine Nährstoffe aufnehmen kann,"Wird das Grünland bei Trockenheit seltener gemäht, können i.d.R. höhere Gesamterträge eingefahren werden als bei gleichbleibend gewohnter Schnittzahl. Gleichzeitig sind weniger Überfahrten notwendig, was zu Einsparungen von Treibstoff, Arbeitsaufwand und zu geringerer Bodenbelastung führt. Durch die reduzierte Düngung reduzieren sich die Ammoniakemissionen. Wichtig ist jedoch, dass überständiges Gras abgemäht wird, das nicht mehr ergrünen kann."
146,Adapting the cutting depth,3,2,Dairy cows,21,1,Summer,,,"During drought, cutting of the grass to a minimum of 8-10 cm so the plant can store enough reserves in the stubbles",1,2,2,2,2,2,2,5,2,1,"Due a reduced cutting depth, the grass can store reserve substances in the stubbles for a successful regreening when enough water is available. This is the basis for further stable yields.",1,Anpassung der Schnitttiefe,Milchkühe,Sommer,,"Bei Trockenheit Schnitttiefe auf maximal 8-10 cm anpassen, um ausreichend Reservestoffe in den Stoppeln zu belassen","Durch die geringere Schnitttiefe können die Gräser ihre Reservestoffe während Trockenzeiten in den Stoppeln einlagern, damit sie bei ausreichend verfügbarem Wasser wieder austreiben können. Dies ist Basis für stabile Folgeerträge. "
147,Farming cooperation,3,2,Dairy cows,21,8,All,,,Fodder/manure or grassland cooperation with farms who have different types of grassland (wet/dry) or forage grass ,3,2,2,2,2,2,2,5,2,2,"The possibility to get forage from a cooperating farm, possibly through the exchange for organic manure, increases the yield stability. It is therefore possible to avoid a lack of forage and the buying of expensive forage when the yields are low.",1,Betriebskooperationen,Milchkühe,Ganzjährig,,"Futter-Mist- bzw. Grünlandkooperation mit Betrieben, die diverse Grünlandflächen (nass/trocken) oder Ackerfutter haben","Durch die Möglichkeit, von einem Kooperationspartner Futter zu beziehen, evtl. im Austausch mit Wirtschaftsdünger, erhöht die Ertragssicherheit. Dies vermeidet Futtermangel bzw. teuren Futterzukauf in Jahren mit geringen Grünland- bzw. Ackerfuttererträgen z.B. bedingt durch längere Trocken-/Hitzeperioden während der Vegetationszeit."
148,Farming cooperation,3,1,All crops,13,8,All,,,Fodder/manure cooperation with animal farms that get forage plants in return for organic fertliser,3,2,2,1,1,1,2,5,2,2,"The arable crop farm can produce forage plants such as clover grass for an animal farm, which improve e.g. the soil structure, the soil life and the water infiltration into the soil of the arable farm. The animal farm, in return, delivers organic manure for the arable crops.",1,Betriebskooperationen,Alle Ackerfrüchte,Ganzjährig,,"Futter-Mist-Kooperation mit Tierbetrieben, die im Gegenzug zur Belieferung von Ackerfutter Wirtschaftsdünger abgeben ",Durch die Kooperation bietet sich eine  sinnvolle Verwertung der angebauten  Futterpflanzen wie Kleegras im Ackerbaubetrieb an. Gleichzeitig wirkt sich der Anbau von Ackerfutter/Leguminosen positiv auf die  Bodenstruktur und das Bodenleben aus. Der Tierhaltungsbetrieb liefert im Gegenzug wertvollen organischen Dünger für die Ackerfrüchte.
149,Insurances,3,1,All crops,13,8,All,,,Insurances for extreme weather events protect the farm from high economic loss,2,2,2,2,2,2,2,4,2,2,"Especially in risk regions, insurances against extreme weather events protect the farm from high economic loss so yield losses will not lead to a threat of livelihood. Agreements with the purchasers about yield losses are important. ",1,Versicherungen,Alle Ackerfrüchte,Ganzjährig,,Versicherungen gegen Extremwetterereignisse schützen den Betrieb vor großen wirtschaftlichen Verlusten,"Besonders in gefährdeten Gebieten schützen Versicherungen gegen Extremwetterereignisse den Betrieb vor großen wirtschaftlichen Schäden, so dass ein Ertragsausfall nicht zu einer Existenzgefährdung führt. Wichtig sind Absprachen mit Abnehmern bei Ertragsausfällen."
150,Insurances,3,3,"Apple, vineyards",32,4,Spring,6,Spring and summer,Insurances for extrem weather events protect the farm from high economic loss,2,2,2,2,2,2,2,5,2,2,"Especially in risk regions, insurances against extreme weather events protect the farm from high economic loss so yield losses will not lead to a threat of livelihood. Agreements with the purchasers about yield losses are important. ",1,Versicherungen,"Apfel, Wein",Frühjahr,Frühjahr und Sommer,Versicherungen gegen Extremwetterereignisse schützen den Betrieb vor großen wirtschaftlichen Verlusten,"Besonders in gefährdeten Gebieten schützen Versicherungen gegen Extremwetterereignisse (z.B. Spätfrost, Hagel) den Betrieb vor großen wirtschaftlichen Schäden, so dass ein Ertragsausfall nicht zu einer Existenzgefährdung führt. Wichtig sind Absprachen mit Abnehmern bei Ertragsausfällen."
151,Reduced summer pruning,3,3,Apple,32,3,Summer,,,A reduced pruning on the sunny side of the trees protects the trees from sunburn during high temperatures,1,2,2,1,2,2,2,5,1,2,"A reduced pruning means more organic material and a higher degree of shadow, which has a positive effect on the soil /soil organisms. Less pruning means less workload and simultaneously higher (quality-) yields.",1,Reduzierter Sommerschnitt,Apfel,Sommer,,Durch einen reduzierten Sommerschnitt auf der Sonnenseite der Bäume werden die Früchte bei hohen Temperaturen vor Sonnenbrand geschützt,Aufgrund des vermehrten Laubanfalls und somit des höheren Anteils an organischem Material bzw. erhöhtem Beschattungsanteil kann sich dies positiv auf den Boden bzw. das Bodenleben auswirken. Weniger Schnitt bedeutet auch einen reduzierten Arbeitsaufwand bei gleichzeitig besseren (Qualitäts-)Erträgen.
152, Pruning and vine management after extreme weather events,3,3,Vineyards,32,6,All,4,Spring,Pruning and collecting damaged material to avoid secondary infections. Retraining of not damanged sides,2,2,2,2,2,2,2,5,3,2,"These practices avoid further yield losses, especially by secondary infections. It means further workload but it secures yields and the plant for the farm.",1,Schnitt und Umerziehung nach Extremwetterereignissen,Wein,Ganzjährig,Frühjahr,Rückschnitt und Abfahren geschädigten Materials (Vermeidung von Folgeinfektionen). Umerziehung nicht geschädigter Seiten- zu Leittrieben. ,"Diese Praktiken verhindern weitere Ertragsverluste, vor allem durch Sekundärinfektionen. Sie bedeuten zusätzlichen Arbeitsaufwand, sichern jedoch Erträge und Pflanzgut des Betriebes. "
153,Orientation of new plantations,3,3,Apple and vineyards,32,7,All,2,All,Plant rows along the main wind direction to avoid storm damage and horizontally to the hill to avoid erosion,2,2,2,1,2,2,2,5,2,1,Plantation across the slope reduces the erosion risk. A reduced risk for storm damage can be achieved by the orientation of the plantation in direction of the main winds. ,1,Ausrichtung von Neuanlagen,"Apfel, Wein",Ganzjährig,Ganzjährig,Reihenausrichtung längs zur Hauptwindrichtung gegen Sturmschäden bzw. quer zum Hang gegen Erosion,Die Errichtung der Anlage quer zum Hang reduziert das Erosionsrisiko. Ein reduziertes Risiko für Sturmschäden kann durch eine Ausrichtung der Anlage in Hauptwindrichtung erreicht werden.
154,Adaptation of the plantation site,3,3,Apple and vineyards,32,4,Winter / spring,,,Removal of obstacles which avoid the flowing out of the cold air and implementing of plantings on the hilly side ,2,2,2,2,2,2,2,5,3,2,The measure means additional workload in the beginning but it helps to secure the yields and to avoid heavy frost damages. It is recommendable to consult technical experts.,1,Anpassung des Standortes,"Apfel, Wein",Winter und Frühjahr,,"Entfernung von Hindernissen, die den Kaltabfluss verhindern können und bergseitige Schutzpflanzungen","Die Maßnahmen bedeuten anfangs einen zusätzlichen Arbeitsaufwand helfen jedoch, die Erträge zu sichern und schwere Frostschäden zu vermeiden. Dazu empfiehlt es sich, externe fachliche Beratung hinzuzuziehen."
155,Higher trunks,3,3,Vineyards,32,4,Winter / spring,,,Adaptating pruning to get higher trunks which are less vulnerable to frost,3,2,2,2,2,2,2,5,2,3,The measure helps to secure the yields and to avoid heavy frost damages. It is recommendable to consult technical experts.,1,Höhere Stammformen,Wein,Winter und Frühjahr,,Erziehungsschnitt hin zu einer höheren Stammform zur Reduzierung der Frostanfälligkeit der Pflanzen,"Die Maßnahmen tragen dazu bei, die Erträge zu sichern und schwere Frostschäden zu vermeiden. Dazu empfiehlt es sich, externe fachliche Beratung hinzuzuziehen."
156,Wind machines,3,3,Apple and vineyards,32,4,Spring,,,Warm air is whirled from higher air layers to the ground and thereby cold air is brought out of the plantation,2,3,2,2,2,2,2,4,3,3,"Windmachines have a high efficiency to protect from frost damages, but the investment and the operation costs are very high and they are very energy intensive. Additional working load is necessary. Authorization has to be obtained.",1,Windräder / Windmaschinen,"Apfel, Wein",Frühjahr,,Warme Luft wird aus höheren Luftschichten nach unten gewirbelt und kalte Luft aus den Senken bzw. aus den Kulturen heraus gewirbelt,"Windmaschinen haben einen hohen Wirkungsgrad bei der Frostschutzbekämpfung, sind jedoch in Anschaffung und Betrieb sehr teuer und energieaufwendig. Es ist zusätzlicher Arbeitsaufwand notwendig. Genehmigungen müssen eingeholt werden. "
157,Shallow soil tillage,3,3,Apple and vineyards,32,1,Summer,,,Shallow soil management during drought,1,1,2,1,1,2,2,5,2,1,A shallow soil tillage protects the soil from drying out and it also needs less fuel. The shallow tillage avoids additional loss of organic material in the soil (in contrast to subsoiling). ,1,Flache Bodenbearbeitung,"Apfel, Wein",Sommer,,Flache Bodenbearbeitung bei Trockenheit langfristig jedoch Tiefenlockerung für eine bessere Durchwurzelbarkeit,"Eine flache Bodenbearbeitung schützt nicht nur den Boden vor Austrocknung, es bedarf auch eines geringeren Kraftstoffaufwands. Durch die flache Bearbeitung wird der Abbau von organischer Substanz (gegenüber der Tiefenlockerung) reduziert. "
158,Covering of the driving lanes,3,3,Apple and vineyards,33,1,Summer,2,All,Sowing a diverse greening mixture into the driving lanes protects the whole soil system,2,1,2,1,1,1,2,5,2,2,"A diverse catch crop mixture protects the soil from drying out, from too much heat and erosion. At the same time the plants store CO2, contribute to humus formation and a good soil structure by rooting in the soil. The plants improve the biodiversity in the plantation especially when it is a diverse catch crop mixture and lead to a better water storing capacity of the soil. ",1,Bodenbedeckung in den Fahrgassen,"Apfel, Wein",Sommer,Ganzjährig,Einsaat einer vielseitigen Begrünungsmischung in die Fahrgassen stärkt das gesamte Bodensystem,"Eine vielseitige Zwischenfruchtmischung schützt den Boden vor Austrocknung, Überhitzung und Erosion. Gleichzeitig binden die Pflanzen CO2, fördern den Humusaufbau und eine gute Bodenstruktur durch eine vielseitige Durchwurzelung des Bodens. Insbesondere vielseitige Mischungen verbessern die Biodiversität in der Anlage."
159,Fertilisation of leafs,3,3,Apple and vineyards,32,1,Summer,,,"To ensure nutrient uptake during drought periods, a leaf fertilisation should take place",1,2,2,2,2,2,2,5,2,1,"The possibility of supporting plants with nutrients by a leaf fertilisation, even during drought periods, has positive consequences on the yields and the quality of the fruits.",1,Blattdüngung,"Apfel, Wein",Sommer,,Eine Blattdüngung gewährleistet die Nährstoffzufuhr bei Trockenheit in die Pflanzen,"Eine Blattdüngung ermöglicht es, die Pflanzen auch während Trockenperioden mit Nährstoffen zu versorgen, wenn durch den niedrigen Bodenfeuchtigkeitsgehalt die Nährstoffe im Boden nicht mehr gelöst und transportiert werden können. Dies wirkt sich positiv auf den Ertrag und die Qualität der Früchte aus."
160,Stabilisation of the plantation facilities,3,3,Apple and vineyards,32,7,All,,,"Increasing the strength of the plantation e.g. using tensioning ropes, concrete poles and anchors",2,2,2,2,2,2,2,2,3,2,The implementation of the measure needs some investment and a higher workload in the beginning. It is especially worth in exposed regions with a higher storm risk to avoid yield losses. ,1,Stabilisierung der Anlage,"Apfel, Wein",Ganzjährig,,"Stabilität der Anlagen erhöhen z.B.  flachere  Abspannungswinkel, Betonmasten/-erdanker, dickere Abspannseile nutzen","Die Umsetzung der Verstärkungsmaßnahmen bedarf anfänglicher Investitionen und eines zusätzlichen Arbeitsaufwandes. Jedoch lohnt sich die Maßnahme langfristig speziell in sturmgefährdeten, exponierten Gebiete durch Vermeidung von Sturmverlusten."
161,Delayed creating of driving lanes,3,1,All crops,13,2,Spring / Fall,,,The delayed creating of driving lanes reduces the risk of erosion especially in hilly regions,1,2,2,1,1,2,2,5,2,1,"The missing driving lanes in the beginning of the plant developement reduce the risk for soil erosion so the soil is kept on the field. At the same time, more rain water can be absorbed into the soil and the washing away of pesticides and nutrients can be avoided.",1,Späteres Anlegen der Fahrgassen,Alle Ackerfrüchte,Frühjahr / Herbst,,Das spätere Anlegen von Fahrgassen trägt zur Reduzierung der Bodenerosion vor allem in hügligen Lagen bei,Durch das Fehlen der Fahrgassen bzw. die durchgehende Bepflanzung im Anfangsstadium der Kultur wird das Risiko der Bodenerosion reduziert und somit der Erhalt der Bodenkrume gefördert. Gleichzeitig kann bei Niederschlägen vermehrt Wasser in den Boden eindringen und das Abschwemmen von Pestiziden und Nährstoffen reduziert werden.  
162,Optimized hygiene,3,2,"Dairy cows, pigs",22,3,All,,,"Optimised hygiene in the barn, the pasture and in the feeding and drinking area reduces the extension of (new) pathogens",1,2,1,2,2,2,1,5,2,2,"Due to higher temperatures (new) warmth loving pathogens such as salmonellae, E.coli and parasites on the pasture are spreading faster. An optimized hygiene supports healthy and productive animals. This reduces the need for the veterinarian and for medicine.",1,Optimierte Hygiene,"Milchkühe, Schweine",Ganzjährig,,"Optimierte Hygiene im Stall, auf der Weide und im Fütterungs- und Tränkebereich schränkt die Ausbreitung von (neuen) Erregern ein.","Durch die wärmeren Temperaturen verbreiten sich (neue) wärmeliebende Erreger wie Salmonellen, Blauzungenerreger, E.Coli, Weideparasiten schneller. Eine optimale Hygiene trägt zu gesunden, leistungsfähigen Tieren bei und führt zu niedrigeren Tierarzt- und Medikamentenkosten."
163,Mineral and other feed additives,3,2,Dairy cows,22,3,Summer,,,A higher share of mineral feed (+20%) balances the loss of minerals caused by a high perspiration during hot periods,1,2,2,2,2,2,1,5,2,1,Increased mineral feed intake ensures that the animals' metabolism is maintained even during heat periods. Yeast additives can increase the digestibility of the feed. Rumen buffers prevent acidosis due to a lower basic feed intake. Healthy animals are efficient and reduce veterinary and medication costs.,1,Mineral- und andere Futterzusätze,Milchkühe,Sommer,,"Erhöhte Mineralfuttergaben (+20%) gleichen den Verlust von Mineralien, verursacht durch verstärktes Schwitzen aus","Erhöhte Mineralfuttergaben sorgen dafür, dass der Stoffwechsel der Tiere auch während Hitzeperioden aufrecht erhalten bleibt. Zusätze von Hefe können die Verdaulichkeit des Futters erhöhen. Pansenpuffer beugen Acidose vor, bedingt durch geringere Grundfutteraufnahme. Gesunde Tiere sind leistungsfähig und reduzieren Tierarzt- und Medikamentenkosten."
164,Use of a cultivator,3,3,Vineyards,32,1,Summer,,,The roots are stimulated to grow deeper by using a cultivator or cutting them.,1,3,2,3,2,3,2,5,3,2,"By stimulating deep rooting, the vines are less vulnerable during dry periods as they root deeper to more humid soil layers. This reduces the need for irrigation. However, the work and fuel requirements as well as soil compaction increase as a result of the additional cultivation step in the first years. Using a cultivator along the rows of plants reduces vegetation and thus habitat for flora and fauna.",1,Grubbern,Wein,Sommer,,Durch das Grubbern in den Junganlagen werden die dadurch gekappten Wurzeln zum Tiefenwachstum angeregt,"Durch die Anregung der Tiefendurchwurzelung sind die Reben während Trockenperioden weniger anfällig, da sie in tiefere, feuchtere Bodenschichten gelangen. Dies reduziert den Bewässerungsbedarf. Jedoch steigt der Arbeits- und Treibstoffaufwand sowie die Bodenbelastung durch den zusätzlichen Bewirtschaftungsschritt in den ersten Jahren. Das Grubbern entlang der Pflanzreihen reduziert den Bewuchs und somit Lebensräume für Flora und Fauna"
165,Adapted silage measures,3,2,Dairy cows,21,1,Summer,,,"Adapted measures e.g. shorter chopping, use of silage additives, thinner silage layers to compress, quick covering ",1,2,2,2,2,2,1,5,2,2,"The adapted silage measures make it possible to produce good fodder quality even in extremely dry years, without causing faulty fermentation. This contributes to a stable health and productivity of the animals, which can also be reflected in lower veterinary and medication costs. At the same time fodder losses can be reduced by taking more care during the silage process.",1,Angepasste Siliermaßnahmen,Milchkühe,Sommer,,"Angepasste Maßnahmen wie kürzer häkseln, Zusatz von Silierhilfe, rascher Vorschub, flachere Silagelagen zum Verdichten ","Durch die angepassten Silagemaßnahmen können auch in extremen Trockenjahren gute Futterqualitäten produziert werden, ohne dass es zu Fehlgärungen aufgrund von Restsauerstoff im Futter kommt. Dies trägt zu einer stabilen Gesundheit und Produktivität der Tiere bei, was sich auch in niedrigeren Tierarzt- und Medikamentenkosten niederschlagen kann. Gleichzeitig reduziert sich der Futterverlust durch hohe Sorgfalt beim Silieren."
166,Adapted animal transport times,3,2,"Dairy cows, pigs",23,3,Summer,,,Transport of the animals only in the cooler morning or evening hours to avoid heat stress,1,2,2,2,2,2,1,5,2,1,"In addition to the direct benefit for the animals themselves, reduced stress can also affect the quality of meat from animals for slaughter and thus the meat price.",1,Angepasste Tiertransportzeiten,"Milchkühe, Schweine",Sommer,,Zur Vermeidung von Hitzestress Tiertransporte nur in den kühleren Morgen- oder Abendstunden durchführen,Neben dem direkten Nutzen für die Tiere selbst kann sich reduzierter Stress auch auf die Qualität des Fleisches von Schlachttieren und somit auf den Fleischpreis auswirken.
167,Use of cooling elements in the barn - ventilators,3,2,Dairy cows,23,3,Summer,,,Reduced heat stress through additional ventilators ,2,3,1,2,2,2,1,4,2,3,"During heat periods the animals suffer from heat stress. Ventilators help the cows to cool down,to increase the animal comfort, to keep them healthy and to keep the milk production stable. Some investments are needed and the ventilators need additional energy. This is preferable with renewable energy (GHG would become neutral). Advice is probably needed to implement this measure. ",1,Einbau von Ventilatoren,Milchkühe,Sommer,,Reduzierter Hitzestress durch den Einsatz von (weiteren) Ventilatoren,"Während Hitzeperioden leiden die Tiere stark unter der Hitze.  Ventilatoren helfen den Kühen, sich zu kühlen, das Tierwohl zu erhöhen und somit die Kuhgesundheit und die Milchleistung zu erhalten. Dafür sind Investitionskosten zu tätigen und die Ventilatoren benötigen zusätzliche Energie  - vorzugsweise regenerative Energie (THG wäre dann neutral). Externe Beratung ist wahrscheinlich notwendig."
168,Use of cooling elements in the barn - sprinklers,3,2,Dairy cows,23,3,Summer,,,Reduced heat stress through additional sprinklers,2,3,1,2,3,2,1,4,2,3,"During heat periods the animals suffer from heat stress. Ventilators help the cows to cool down,to increase the animal comfort, to keep them healthy and to keep the high milk production. Some investments are needed and the ventilators need additional energy and water. This is preferable with renewable energy (GHG would become neutral). Advice is probably needed to implement this measure. ",1,Einbau von Sprinklern,Milchkühe,Sommer,,Reduzierter Hitzestress durch den Einsatz von (weiteren) Sprinklern,"Während Hitzeperioden leiden die Tiere stark unter der Hitze.  Sprinkler helfen den Kühen, sich zu kühlen, das Tierwohl zu erhöhen  und so die Kuhgesundheit und die Milchleistung zu erhalten. Dafür sind Investitionskosten zu tätigen und die Sprinkler benötigen zusätzliche Energie  - vorzugsweise regenerative Energie (THG wäre dann neutral)) und Wasser.  Externe Beratung ist wahrscheinlich notwendig."
169,Increase the number of fodder crops,1,2,All,21,1,Spring,1,Summer,Securing enough fodder reserves based on different species harvested at different period of the season,2,2,2,2,2,1,1,2,2,3,"Greater frequency of fodder deficit imply to secure the fodder production of the farm. Thus, it is important to grow different fodder crops and get several type of harvest",4,Erinevate söödakultuuride kasvatamine,Kõik,Kevad,Suvi,"Erinevate söödakultuure  kasvatamine ja erinevate söötade (hein, rohusilo, maisisilo jt) valmistamine.","Söödadefitsiidi suurem sagedus tähendab farmis söödatootmise kindlustamist. Seega on oluline kasvatada erinevaid söödakultuure ja valmistada erinevaid söötasid (hein, rohusilo, maisisilo jt)."
170,Use rotational grazing,1,2,Grazing animals,22,3,Spring,1,Summer,Design of rotational management plan based on recovery time of grasslands,2,1,1,1,1,1,1,5,1,1,Rotational grazing is positive on soil and grassland production. Increases grass availability during drought periods.,4,Rotational grazing management plan,Karjatatavad loomad,Kevad,Suvi,"Rotatsioonilise karjatamise puhul on rohumaa jaotatud kopliteks, kus loomi hoitakse lühikese aja jooksul.",Rotatsiooniline karjatamine on positiivne mullaviljakusele ja rohutagavara tagamisele. Suurendab rohu saagikust põuaperioodidel.
171,Cooling/ventilation  systems in animal buildings,1,2,All,23,3,Summer,3,,"Due to high temperature, cooling and/or ventilation systems are required to preserve animal performance",2,3,2,2,2,2,1,4,2,3,"Exposure to a high temperature–humidity index can effect milk production and quality, mortality, reproductive health and disease susceptibility, especially in intensive dairy cattle. Investments are needed, increased energy consumption.",4,Jahutussüsteemide kasutamine loomakasvatushoonetes,Kõik,Suvi,,"Ventilaatorite ja/või veepihustite ostmine ja paigaldamine loomakasvatushoonetesse, et vältida loomadel kuumastressi teket.","Kõrge temperatuuri/niiskuse indeks võib eriti intensiivtootmise piimakarja puhul mõjutada piimatoodangut ja kvaliteeti, suremust, reproduktiivtervist ning vastuvõtlikkust haigustele"
172,Providing natural or artificial shelters to outdoor animals,1,2,Grazing animals,23,3,Summer,2,,Using trees as natural shadow or building light constructions to protect the animals from adverse weather,3,2,2,2,2,2,1,2,2,3,"Animal welfare, health and performance are improved. Requires some cost of setting up shelters.",4,Looduslike või tehislike varjualuste kasutamine karjamaadel,Karjatatavad loomad,Suvi,,Looduslike ja/või tehislike varjualuste rajamine karjamaadele.,"Paraneb loomade heaolu, tervis ja jõudlusnäitajad. Varjualuste rajamisega kaasnevad majanduslikud kulud."
173,Adjust the mean annual animal stocking density to the herbage growth potential ,1,2,Grassland based animals,22,3,Summer,1,Spring,"Changes in the grass production cycle, earlier growth in spring, decline in summer, longer growing period in autumn.  ",2,1,1,2,2,2,1,2,2,2,"Reduction of grass growth during drought periods in summer, increased risk of overgrazing. Using fodder reserves to feed the animals",4,Karjatamiskoormuse muutmine vastavalt rohu kasvu intensiivsusele,Karjatatavad loomad,Suvi,Kevad,Karjatamiskoormuse muutmine sõltuvalt rohu kasvu- ja taastumiskiirusest.,"Rohu kasvu aeglustumine põuaperioodidel, suurenenud ülekarjatamise oht. Söödavarude kasutamine või loomade arvu vähendamine."
174,Upgrade biosecurity measures,1,2,All,23,8,All,3,All,"Set of measures to protect animals from emerging zoonooses, diseases and their vectors",3,2,2,2,2,1,1,4,1,2,"Animal welfare, health and performance are improved. Requires some cost of materials and setting up the specific measures.",4,Bioturvalisuse meetmete täiendamine,Kõik,Kõik,,"Meetmed, mille kaudu hoitakse ära patogeenide sissetoomine karja, mis võiks mõjutada karja tervist ja heaolu","Parandatakse loomade heaolu, tervist ja jõudlust. Nõuab teatud kulusid materjalidele ja konkreetsete meetmete rakendamiseks."
175,Improvement of soil drainage,1,2,All,21,2,Spring,2,Fall,Restoring or istalling new soil drainage systems to avoid flooded land after heavy rains,3,2,2,1,1,1,1,4,2,3,Drainage systems are very expensive to install but their short and long term benefits generally outweigh their initial cost if they are well maintained.,4,Maaparandussüsteemide uuendamine ja rajamine,Kõik,Kevad,Sügis,"Maaparandussüsteemide uuendamine, rajamine ja pidev hooldamine põllumajandusmaa viljelusväärtuse suurendamiseks.","Maaparandussüsteemide paigaldamine on väga kallis, kuid pikemas perspektiivis on investeeringutel väga positiivne mõju kogu tootmissüsteemile. Süsteemide hooldamine on pikaajaline protsess."
176,Increase feed reserves and storage capacity,1,2,Grassland based animals,21,1,Spring,3,Summer,Need for the higher security feed stock for the animals ,2,2,2,2,2,2,1,4,2,3,"Ensures animal welfare, health and performance during drought. Additional costs will be needed to expand feed storage and / or maintain larger feed volumes.",4,Söödareservide ja -hoidlate mahu suurendamine,Kõik,Kevad,Suvi,"Mitmesuguste koresöötade valmistamine ja säilitamine, et tagada loomadele piisav söödakogus pikematel põuaperioodidel.","Tagab loomade heaolu, tervise ja jõudluse ka põuaperioodil. Vajalikud on lisakulutused söödahoidlate laiendamiseks ja/või suurema söödakoguse säilitamiseks."
177,High-moisture cereal conservation for animal feed,1,2,All,21,2,Fall,2,Summer,Conservation of high-moisture cereals with either biological or acidic silage additives,1,1,1,2,1,2,1,5,2,2," Allows earlier harvest, avoiding difficulties associated with wet harvesting period. Reduces energy cost as no need to dry the grain",4,Suure niiskusesisaldusega teravilja konserveerimine loomasöödaks,Kõik,Sügis,Suvi,Niiske teravilja konserveerimine kas bioloogiliste või happeliste silokindlustuslisanditega,"Võimaldab koristada saaki, vähendades vihmase koristamisperioodiga seotud probleeme. Väheneb energiakulu, kuna vilja pole vaja kuivatada."
178,Install backup power generator,1,2,All,23,7,All,2,All,Install disel power generators to protect animal welfare and health during the power cuts,3,3,3,2,2,2,1,4,1,3,"Animal welfare, health and performance are secured when power failures occure to to extreme storms. Back-up generators are a livestock lifesaver, but need investments.",4,Varugeneraatori soetamine,Kõik,Kõik,,"Piisava võimsusega varugeneraatori soetamine, paigaldamine ja hooldamine.","Loomade heaolu, tervis ja jõudlus on tagatud, kui äärmuslike tormide korral tekivad elektrikatkestused. Varugeneraatori soetamiseks ja hoolduseks on vajalikud lisakulutused."
179,Making and using Herd Health Plan,1,2,All,23,8,All,,,"The plan should include good husbandry practices (with regards to housing, climate, water/feeding
and management)",3,2,2,1,1,1,1,5,2,2,"Animal welfare, health and performance are improved. Requires some cost of materials and setting up the specific measures. Needs veterinary consultation and surveillance",4,Karjatervise programmi koostamine ja kasutamine,Kõik,Kõik,,"Praktiliste meetmete plaan, mille eesmärk on ennetada haigusi ning suurendada loomade üldist heaolu ja tervist.","Parandatakse loomade heaolu, tervist ja jõudlust. Nõuab teatud kulusid materjalidele ja konkreetsete meetmete rakendamiseks. Vajalik on veterinaarne nõustamine ja pidev seire."
180,Use of varieties from southern areas adapted to local climate conditions,1,3,"Apple, vineyards",31,1,Summer,3,Summer,Use of varieties from areas with similar conditions,3,1,2,2,2,1,2,5,1,2,Some foreign varieties coming from other geographical areas with similar or more stressing conditions can sometimes adapt to new areas with more favourable conditions,4,Uute sortide kasutuselevõtt: lõunapoolsetes piirkondades seni kasvatatud sordid,"viljapuud, viinapuud",Suvi,Suvi,Uute sortide kasutuselevõtuga on võimalik saada paremat saagi kvaliteeti,"Mõned välismaised sordid, mis on pärit sarnaste tingimuste või suurema kliimastressiga piirkonnast, võivad mõnikord kohaneda uutes piirkondades, kus kasvutingimused on soodsamad."
