index,name,climate-risk-region,farming-system,sub-system,farm-vulnerability-component,weather-event,weather-event-season-or-period,2nd-weather-event,2nd-weather-event-season-or-period,description-of-the-measure,implementation,ghg-emissions,air-quality,soil,water,biodiversity,animal-welfare,economic,social,technical-feasibility,comments-on-sustainability,alt-language,alt-name,alt-sub-system,alt-weather-event-season-or-period,alt-2nd-weather-event-season-or-period,alt-description-of-the-measure,alt-comments-on-sustainability
200,Stock of standing grass ,2,2,Animals,21,1,,,,Stock of standing grass ,1,1,1,1,2,1,2,2,2,1,"The principle of standing grass storage is to delay the harvesting of grass produced in late spring or summer before the drought, to harvest it when the grass production is low in summer.",5,Stock d'herbe sur pieds,Elevages,,,Stock d'herbe sur pieds,"Le principe du stockage d’herbe sur pied est de retarder l’exploitation de l’herbe produite en fin de printemps ou en été avant la sécheresse, pour l’exploiter au moment du creux de production d’herbe en été."
201,Diversify forage components ,2,2,Animals,21,1,,3,,Diversify forage components ,2,1,2,1,2,1,2,2,2,2,"In order to secure the constitution of fodder stocks, the farmer must seek a diversification of the number of fodder components, whether by fodder species, but also the diversity of period and type of valuation (wrapping, hay, etc.).",5,Diversifier les composantes fourragères,Elevages,,,Diversifier les composantes fourragères,"Afin de sécuriser la constitution de stocks fourragers, l'éleveur doir rechercher une diversification du nombre de composantes fourragères, que ce soit par les espèces fourragères, mais aussi la diversité des période et type de valorisation (enrubannage, foin, etc.)."
202,Multi-species grasslands ,2,2,Animals,21,8,,,,Multi-species grasslands ,2,2,2,1,2,1,2,2,2,3,"The implementation of multi-species meadows is a solution to consider in order to gain fodder autonomy. These meadows combining several grasses and legumes are more resistant to climatic stress and require little or no nitrogen input. Rich in proteins, they also make it possible to limit the purchase of nitrogen concentrates for animal feed. ",5,Prairies multi-espèces,Elevages,,,Prairies multi-espèces,"L’implantation de prairies multi-espèces est une solution à envisager pour gagner en autonomie fourragère. Ces prairies associant plusieurs graminées et légumineuses sont plus résistantes aux stress climatiques et nécessitent peu ou pas d’apports azotés. Riches en protéines, elles permettent également de limiter les achats de concentrés azotés pour l'alimentation animale."
203,Sorghum forage,2,2,Animals,21,1,,3,,Sorghum forage ,2,1,2,2,1,1,2,2,2,2,"In shallower lands and therefore more sensitive to water deficit without the possibility of irrigation, fodder sorghum is an alternative for building up fodder stocks, in particular by a double cultivation of meslin and then sorghum.",5,Sorgho fourrager,Elevages,,,Sorgho fourrager en sol séchant,"Dans les terres moins profondes et donc plus sensibles au déficit hydrique sans possibilité d'irrigation, le sorgho fourrager est une alternative pour constituer des stocks fourragers, notamment par une double culture méteil puis sorgho."
204,Mixture of varieties ,2,2,Animals,21,1,,3,,Mixture of varieties ,2,2,2,2,2,1,2,2,2,2,"Consider cultivating several varieties on the same plot for the main forage components (alfalfa, sorghum, etc.), especially in plots more sensitive to climatic hazards.",5,Mélange de variétés,Elevages,,,Mélange de variétés,"Envisager la mise en culture de plusieurs variétés sur une même parcelle pour les principales composantes fourragères (luzerne, sorgho etc.), notamment dans les parcelles plus sensibles aux aléas climatiques."
205,Contractualization of forage areas,2,2,Animals,21,1,,,,Contractualization of forage areas ,2,2,2,2,2,2,2,4,2,1,The contractualization of fodder surfaces can make it possible to secure a supply of fodder from outside the farm in order to meet the needs of the animals without suffering the high costs of supply during periods of fodder deficits.,5,Contractualisation de surfaces fourragères,Elevages,,,Contractualisation de surfaces fourragères,La contractualisation de surfaces fourragères peut permettre de sécuriser un apport de fourrages extérieurs de la ferme afin de subvenir aux besoins des animaux sans subir les coûts élevés d'approvisionnement lors des périodes de déficits fourragers.
206,Dynamic grazing,2,2,Animals,21,,,,,Dynamic grazing,2,1,1,1,2,1,2,2,2,2,"Dynamic grazing enables early grassing of animals (compatible with the climatic trend), optimizes the grass produced and reduces waste. ",5,Pâturage Tournant Dynamique,Elevages,,,Pâturage Tournant Dynamique,"le PTD permet une mise à l'herbe précoce des animaux (compatible avec la tendance climatique), optimise l'herbe produite et réduit le gaspillage."
207,Solar drying of fodder,2,2,Animals,21,1,,,,Solar drying of fodder ,3,1,1,1,2,1,2,4,2,3,Solar fodder drying secures fodder production in terms of quantity and quality. ,5,Séchage solaire de fourrages,Elevages,,,Séchage solaire de fourrages,Le séchage solaire de fourrage permet de sécuriser une production fourragère en quantité et qualité.
208,Mobilize pastoral areas,2,2,Animals,21,1,,,,Mobilize pastoral areas,3,1,1,1,2,1,2,2,2,1,"The mobilization of pastoral areas (transhumance) outside the farm is a source of complementarity (lag of development stages in connection with the difference in altitude, for example). ",5,Mobiliser des surfaces pastorales,Elevages,,,Mobiliser des surfaces pastorales,La mobilisation de surfaces pastorales (transhumance) en dehors de l'exploitation agricole est une source de complémentarité (décalage des stades de développement en lien avec la différence d'altitude par exemple).
209,Promote semi-natural spaces ,2,2,Animals,21,1,,3,,Promote semi-natural spaces ,3,1,1,1,2,1,2,2,2,1,"The undergrowth areas constitute areas of interest for the animals during the summer periods (sylvopastoralism) by providing access to a fodder resource in a period of summer shortage. Shading trees benefits animals as well as grass, which stays green longer there than in a meadow in full sun. ",5,Valoriser les espaces semi naturels,Elevages,,,Valoriser les espaces semi naturels,Les zones de sous bois constituent des zones d'intérêts pour les animaux lors des périodes estivales (sylvopastoralisme) en offrant un accès à une ressource fourragère dans une période de manque estival. L'ombrage des arbres est bénéfique aux animaux aussi bien qu'à l'herbe qui y reste vert plus longtemps que dans une prairie en plein soleil.
210,Forage hedges ,2,2,Animals,21,1,,3,,Forage hedges ,3,1,2,1,2,1,1,4,2,3,"Woody trees are a potential untapped summer forage resource (black locust, ash, white mulberry, elm, etc.). Their valuation within the fodder system can therefore make it possible to take over from ""classic"" fodder resources during periods of deficits in summer. ",5,Haies fourragères,Elevages,,,Haies fourragères,"Les ligneux sont une ressource fourragère potentielle d'été inexploitée (robinier, frêne, mûrier blanc, orme, etc.). Leur valorisation au sein du système fourrager peut donc permettre de prendre le relai des ressources fourragères ""classiques"" lors des périodes de déficits en été."
211,Improve thermal comfort ,2,2,Animals,23,3,,,,Improve thermal comfort ,1,2,2,2,2,2,1,2,2,1,"The reinforcement of the natural ventilation in the livestock buildings is necessary during heat waves more frequent and longer than before. This improvement can be envisaged in different ways depending on the configuration of the buildings and will seek to make the air circulate more: opening of doors, sections of walls, etc",5,Améliorer le confort thermique,Elevages,,,Améliorer le confort thermique,"Le renforcement de la ventialtion naturelle dans les bâtiments d'élevage est nécessaire lors de vagues de chaleur plus fréquentes et plus longue qu'auparavant. Cette amélioration peut s'envisager de différentes manière selon la configuration des bâtiments et cherchera à faire circuler davantge l'air : ouverture de portes, faitières, bardage, etc."
212,Improve circulation of animals,2,2,Animals,23,3,,,,Improve circulation of animals,1,2,2,2,2,2,1,2,2,1,"Reduce the number of cows to avoid overcrowding in the building, avoid ""crowding"" in the waiting room for example. Too much animal density in certain areas of the building will exacerbate the difficulties in dissipating heat. ",5,Aménager la circulation en bâtiment,Elevages,,,Eviter les fortes densités d'animaux,"Réduire le nombre de vaches pour éviter la surpopulation dans le bâtiment, éviter « l’entassement » dans la salle d’attente par exemple. Une densité d'animaux trop importante dans certaines zones du bâtiment vont exacerber les difficultés d'évacuation de la chaleur."
213,Quality watering ,2,2,Animals,23,3,,,,Quality watering ,1,2,2,2,2,2,1,4,2,2,"Offer good quality, fresh water as needed during heatwave periods. A dairy cow can drink from 150 liters (T = 25 ° C) to 200 liters (T = 30 ° C) of water per day, mainly after milking and within half an hour after meals. ",5,Abreuvement de qualité,Elevages,,,Abreuvement de qualité,"Offrir de l’eau de bonne qualité, fraîche, à volonté lors des périodes de canicules. Une vache laitière peut boire de 150 litres (T=25°C) à 200 litres (T=30°C) d’eau par jour, principalement après la traite et dans la demi-heure suivant les repas."
214,Roof improvement ,2,2,Animals,23,3,,,,Roof improvement ,2,2,2,2,2,2,1,4,2,2,"At building level, avoid or replace translucent roofs facing south, southwest and west. Likewise, give preference to light-colored siding. Finally, the insulation of the roof in the hottest areas can be considered. ",5,Amélioration de la toiture,Elevages,,,Amélioration de la toiture,"Au niveau des bâtiemnts, éviter ou replacer les translucides en toitures exposés au sud, sud-ouest et ouest. De même, privilégier des bardages de couleur clair. Enfin ,l'isolation de la toiture dans les zones les plus chaudes peut être envisagée."
215,2Misting / sprinkling system ,2,2,Animals,23,3,,,,Misting / sprinkling system ,2,3,2,2,3,2,1,4,2,2,"A fine periodic misting (every 5 to 15 minutes for 30 seconds) brings an immediate sensation of freshness but also of humidity in the air of the building. To be reserved at the waiting areas only. Prefer direct water sprinkling, associated with ventilation of the area, an effective method for cooling animals (possible reduction from 35 ° C to 20 ° C). ",5,Système de brumisation/aspersion,Elevages,,,Système de brumisation/aspersion,"Une fine brumisation périodique (toutes les 5 à 15 mn pendant 30 secondes) apporte une sensation immédiate de fraîcheur mais aussi de l'humidité dans l’air du bâtiment. A réserver aux aires d’attente uniquement. Préférer l’aspersion d’eau en direct, associée à la ventilation de l’aire, méthode efficace pour refroidir les animaux (diminution possible de 35°C à 20°C)."
216,Mechanical ventilation ,2,2,Animals,23,3,,,,Mechanical ventilation ,2,3,2,2,2,2,1,4,2,2,"The investment (fan or fan) can be done step by step: priority to the waiting areas for animals (density) and dry cows (high sensitivity). Brewers to be reserved for tall buildings and widely open on the 2 long sides. Watch out for fans (horizontal flow) which are noisy at high speed, and have significant electrical consumption. ",5,Ventilation mécanique,Elevages,,,Ventilation mécanique,"L’investissement (ventilateur ou brasseur d'air) peut se faire par étape : priorité aux aires d’attente des animaux (densité) et vaches taries (forte sensibilité). Brasseurs à réserver aux bâtiments hauts et largement ouverts sur les 2 longs-pans. Attention aux ventilateurs (flux horizontal) qui s'avèrent bruyants à fort régime, et ont une consommation électrique significative."
217,Implementation of animal shelters,2,2,Animals,23,3,,,,Implementation of animal shelters,2,1,1,1,2,2,1,4,2,2,"Providing sufficient shade for animals located outside during heatwave periods is essential. In the absence of trees or sufficient hedges, the breeder can install permanent or mobile shelters to be moved from plot to plot (example of the Ovifresh system developed for ewes). ",5,Installation d'abris à l'extérieur,Elevages,,,Installation d'abris à l'extérieur,"La procuration d'ombrage suffisant aux animaux situé en extérieur lors des périodes de canicule est prépondérant. En l'absence d'arbres ou de haies suffisantes, l'éleveur peut installer des abris permanents ou bien mobiles à déplaer de parcelles en parcelles (exemple du système Ovifresh développé pour les brebis)."
218,Design of a bioclimatic building ,2,2,Animals,23,3,,,,Design of a bioclimatic building ,3,1,1,2,2,2,1,4,2,3,The project of creating or renewing a breeding building must now be considered as a priority to ensure the thermal comfort of the animals during summer periods (bioclimatic building). ,5,Conception d'un bâtiment bioclimatique,Elevages,,,Conception d'un bâtiment bioclimatique,Le projet de création ou bien renouvellement d'un bâtiment d'élevage doit aujourd'hui s'envisager prioritairement pour assurer le confort thermique des animaux lors des périodes estivales (bâtiment bioclimatique).
219,Develop natural shading ,2,2,Animals,23,3,,,,Develop natural shading ,3,1,1,1,2,1,1,4,2,3,"Create and facilitate access to large areas of natural shade, under trees. If the pastures do not have sufficient shade, it is better to keep the cows in the building during the day. In the long term, reinforce the hedges and trees in the perimeter close to the buildings for the animals. ",5,Développer l'ombrage naturel,Elevages,,,Développer l'ombrage naturel,"Créer et faciliter l’accès à des surfaces importantes d’ombre naturelle, sous les arbres. Si les pâtures ne disposent pas de suffisamment d’ombre, mieux vaut garder les vaches dans le bâtiment le jour. Renforcer à terme les haies et arbres dans le périmètre proche des bâtiments pour les animaux."
220,Calving periods,2,2,Animals,22,3,,,,Calving periods,1,2,2,2,2,2,1,2,2,1,Change the calving periods in order to avoid heat peaks in June-July-August-September likely to impact young animals. ,5,Période de vélages,Elevages,,,Période de vélages,Faire évoluer les périodes de vêlages afin d'éviter pics de chaleur en juin-juillet-août-septembre succeptibles d'impacter les jeunes animaux.
221,Sell animals,2,2,Animals,22,1,,,,Sell animals,1,1,1,2,2,2,2,5,1,1,"Several levers are enivsageable in the event of recurring difficulties in meeting the farm's fodder needs: anticipating reforms, not fattening, delegating heifer rearing in the event of tight stocks, rationing heifers in winter (growth compensation).",5,Déstockage des animaux,Elevages,,,Déstockage des animaux,"Plusieurs leviers sont enivsageable en cas de difficultés récurrentes à satisfaire les besoins en fourrages de la ferme : anticiper les réformes, ne pas engraisser, déléguer l’élevage des génisses en cas de stocks tendus, rationner les génisses en hiver (compensation de croissance)."
222,Period of diet distribution,2,2,Animals,22,3,,,,Period of diet distribution,2,2,2,2,2,2,1,2,3,1,"Meals outside of periods of extreme temperature (very early in the morning or in the evening), ensure that the trough is in a cool and shaded place, divide the meals into several distributions to keep the food fresh, the distribution of silage must be made in the shade and in the cool, favor quality fodder: palatability and high digestibility make it possible to maximize energy consumption, remove refusals before each new distribution.",5,Période d'alimentation,Elevages,,,Période d'alimentation,"Repas en dehors des périodes de température extrême (très tôt le matin ou en soirée), s ’assurer que l’auge est dans un endroit frais et ombragé, fractionner les repas en plusieurs distributions pour conserver la fraîcheur des aliments, la distribution d’ensilage doit être faite à l’ombre et au frais, privilégier des fourrages de qualité : appétence et  digestibilité élevée permettent de maximiser la consommation d’énergie, retirer les refus avant chaque nouvelle distribution, humidifier la ration plus qu’en hiver."
223,Adapt diet,2,2,Animals,22,3,,,,Adapt diet,2,2,2,2,2,2,1,2,3,2,"Limit rapid starch, prevent slower forms (maize, sorghum). Provide digestible cellulose thanks to beet pulps and / or bran. Increase salt and potassium intake (lick blocks).
Supplementation with antioxidants and live yeasts will help the ruminal function. ",5,Adapter l'alimentation,Elevages,,,Adapter l'alimentation,"Limiter l'amidon rapide, peiviliégier les formes plus lentes (maïs, sorgho). Apporter de la cellulose digestible grâce à des pulpes de betteraves et/ou du son. Augmenter les apports en sel et en potassium (blocs à lécher). 
Une complémentation en antioxydants et levures vivantes aidera au bon fonctionnement ruminal."
224,Livestock rating,2,2,Animals,22,1,,,,Livestock rating,2,1,1,1,2,2,2,2,1,1,A more adequate level of livestock rating (number of animals per ha of forage area) between production possibility and annual need can be a lever for certain farms whose stocking would be too high. More frequent climatic hazards penalize the production capacity of the farm and must therefore offer a safety margin. ,5,Niveau de chargement (UGB/ha),Elevages,,,Niveau de chargement (UGB/ha),Un niveau de chargement (nombre d'naimaux par ha de surface fourragère) plus adéquat entre possibilité de production et besoin annuel peut être un levier pour certaines fermes dont le chargement serait trop élevé. Des aléas climatiques plus fréquents pénalisent la capacité de production de la ferme et doit donc proposer une marge de sécurité. 
225,Diversify breeds,2,2,Animals,22,1,,3,,Diversify breeds ,3,2,2,2,2,1,2,2,2,2,Not all breeds of cow have the same characteristics. An evolution towards breeds that minimize the need for fodder can be an adaptation lever to ensure fodder resilience.,5,Diversifier les races,Elevages,,,Diversifier les races,Toutes les races de vachs n'ont pas les même caractéristiques. Une évolution vers des races minimisant le besoin en fourrage peut être un levier d'adaptation pour assurer une résilience fourragère.
226,Thermotolerance ,2,2,Animals,22,3,,,,Thermotolerance ,3,2,2,2,2,1,2,2,2,3,There is probably a very large intrarace genetic variability to exploit to improve thermotolerance in ruminants. Indexing and selection may ultimately help improve thermotolerance. ,5,Thermotolérance,Elevages,,,Thermotolérance,Il existe probablement un très grandes variabilité génétique intrarace à exploiter pour améliorer la thermotolérance des ruminants.  L’indexation et la sélection pourront à terme aider à améliorer la thermotolérance.
227,Optimizing water supplies by piloting,2,2,Animals,24,1,,,,Implement an irrigation management method ,1,1,2,2,1,1,2,4,1,2,"The aim of the irrigation management methods is to optimize the water supply per irrigated ha, bearing in mind that the interannual variability of irrigation needs is increasingly important. It can quite simply be a question of following irrigation warning bulletins, until the implementation of measurement tools in the irrigated plots (tensiometric probes, etc.). ",5,Optimiser les apports d'eau par pilotage,Elevages,,,Mise en place d'une méthode de pilotage de l'irrigation ,"Les méthodes de pilotage de l'irrigation ont pour objectif d'optimiser les apports d'eau par ha irrigué, sachant que la variabilité interannuelle des besoins en irrigation est de plus en plus importante. Il peut s'agir tout simplement de suivre des bulletins d'avertissement irrigation, jusqu'à la mise en oeuvre d'outils de mesures dans les parcelles irriguées (sondes tensiométriques, etc.)."
228,Optimizing water suppliers through equipment,2,2,Animals,24,1,,,,Type of irrigation system to save water,1,1,2,2,1,1,2,4,1,2,"The type of material used for irrigation can influence the water consumption per ha. Thus, drip type installations will allow greater efficiency of the water supplied than irrigation cannons. ",5,Optimiser les apports d'eau par le matériel,Elevages,,,Evolution du matériel d'irrigation plus économe,"Le type de matériel utilisé pour l'irrigation peut influencer la consommation d'eau à l'ha. Ainsi, des installations de type goutte à goutte vont permettre une plus grande efficacité de l'eau apportée que des canons d'irrigation."
229,Reduce summer water irrigation,2,2,Animals,24,1,,,,Postpone the irrigation water consumed in summer to other less critical periods,2,2,2,2,1,1,2,2,1,2,Summer water consumption is exposed to a risk of non-availability. Postponing irrigation water supplies earlier in the season (May / June) can ensure the yield of winter crops to stabilize their yield at a period of the year with no water missing issues.,5,Diminuer la consommation d'eau estivale,Elevages,,,Reporter l'eau d'irrigation consommée en été sur d'autres périodes moins critiques,La consommation d'eau estivale est exposée à un risque de non disponibilité. Reporter plus tôt en saison (mai/juin) les apports d'eau d'irrigation peut permettre d'assurer le rendement de cultures hivernales pour stabiliser leur rendement à une période de l'année où l'eau ne manque génénralement pas.
230,Crop substitution,2,2,Animals,24,1,,,,Substitute an irrigated crop with a rainfed crop,2,1,2,2,1,1,2,2,1,3,"All or part of the irrigated areas with maize silage can be replaced by the cultivation of sorghum, a more drought tolerant crop. This diversification will make it possible to reduce the overall dependence of the farm on irrigation. ",5,Substitution de cultures,Elevages,,,Substituer une culture irriguée par une culture non irriguée,"Tout ou partie des superficies irriguées en maïs ensilage peut être substituée par la culture de sorgho, culture plus tolérante à la sécheresse. Cette diversification va permettre de diminuer la dépendance globale de la ferme à l'irrigation."
231,Survival irrigation ,2,2,Animals,24,1,,,,Reserve the use of irrigation in extreme cases ,3,2,2,2,2,2,2,2,1,2,"With more pronounced periods of drought, crop failures are more serious than before. Having the possibility of irrigating during these periods can save the crop by considering a harvest. ",5,Irrigation de survie,Elevages,,,Réserver l'usage de l'irrigation au cas extrêmes,"Avec des périodes plus prononcées de sécheresses, des échecs de culture sont plus preignants qu'auparavant. Disposer d'une possibilité d'irriguer lors de ces périodes peut permettre de sauver la culture en envisager une récolte."
232,Exit irrigation ,2,2,Animals,24,1,,,,Transformation of the cropping system ,3,1,2,2,1,1,2,2,1,3,The establishment of a new cropping system promoting species that are more tolerant to drought will eventually make it possible to no longer depend on irrigation water. ,5,Sortir de l'irrigation,Elevages,,,Transformation du système de cultures,La mise en place d'un nouveau système de culture valorisant des espèces plus tolérantes à la sécheresse va permettre à terme de ne plus dépendre de l'eau d'irrigation.
233,Optimizing water supplies by piloting,2,3,Perennial crops,34,1,,,,Implement an irrigation management method ,1,1,2,2,1,1,2,4,1,2,"The aim of the irrigation management methods is to optimize the water supply per irrigated ha, bearing in mind that the interannual variability of irrigation needs is increasingly important. It can quite simply be a question of following irrigation warning bulletins, until the implementation of measurement tools in the irrigated plots (tensiometric probes, etc.). ",5,Optimiser les apports d'eau par pilotage,Cultures permanentes,,,Mise en place d'une méthode de pilotage de l'irrigation ,"Les méthodes de pilotage de l'irrigation ont pour objectif d'optimiser les apports d'eau par ha irrigué, sachant que la variabilité interannuelle des besoins en irrigation est de plus en plus importante. Il peut s'agir tout simplement de suivre des bulletins d'avertissement irrigation, jusqu'à la mise en oeuvre d'outils de mesures dans les parcelles irriguées (sondes tensiométriques, etc.)."
234,Optimizing water suppliers through equipment,2,3,Perennial crops,34,1,,,,Type of irrigation system to save water,1,1,2,2,1,1,2,4,1,2,"The type of material used for irrigation can influence the water consumption per ha. Thus, drip type installations will allow greater efficiency of the water supplied than other irrigation systems. ",5,Optimiser les apports d'eau par le matériel,Cultures permanentes,,,Evolution du matériel d'irrigation plus économe,"Le type de matériel utilisé pour l'irrigation peut influencer la consommation d'eau à l'ha. Ainsi, des installations de type goutte à goutte vont permettre une plus grande efficacité de l'eau apportée que les autres systèmes d'irrigation."
235,Develop irrigation,2,3,Perennial crops,34,1,,,,Develop irrigation,2,3,2,2,3,3,2,4,2,1,"In areas exposed to a sharp increase in the water deficit, the development of efficient irrigation (drip irrigation) will make it possible to stabilize the production potential of vines per hectare. ",5,Développer l'irrigation,Cultures permanentes,,,Développer l'irrigation,"Dans les territoires exposés à une forte hausse du déficit hyrique, le développement de l'irrigation efficiente (goutte à goutte) va permettre de stabiliser le potentiel de production des vignes à l'ha."
236,Irrigation of young plants,2,3,Perennial crops,34,1,,,,Irrigation of young plants,2,3,2,2,3,3,2,4,2,1,Irrigation of young plants ,5,Irrigation des plantiers,Cultures permanentes,,,Irrigation des plantiers,L'irrigation peut être un levier de stabilisation du renouvellement des plantations en éviter la surmortalité les premières années lors de sécheresses trop sévères. 
237,Exit irrigation,2,3,Perennial crops,34,1,,,,Exit irrigation,3,1,2,2,1,1,2,2,1,3,A strategy of seeking added value (vinification and direct sale) can be deployed and thus face the decline in the productive potential of the vines. ,5,Sortir de l'irrigation,Cultures permanentes,,,Sortir de l'irrigation,Une stratégie de recherche de valeur ajoutée (vinification et vente directe) peut être déployée et ainsi faire face à la baisse du potentiel productif des vignes.
238,Organic matter,2,3,Perennial crops,33,1,,,,Organic matter,1,1,1,1,2,1,2,4,2,1,Contribution of organic residual products to strengthen soil fertility. Induced effects favorable to an increase in the soil water reserve are expected for better resistance to drought episodes. ,5,Apport de PRO,Cultures permanentes,,,Apport de PRO,Apport de produits résiduaires organiques afin de renforcer la fertilité des sols. Des effets induits favorables à une augmentation de la réserve en eau du sol sont attendus pour une meilleure résistance aux épisodes sécheresse. 
239,Inter-row grass cover ,2,3,Perennial crops,33,1,,2,,Inter-row grass cover ,1,1,2,1,2,1,2,4,2,2,"Grassing of the inter row, whether temporary or permanent, will allow an increase in soil fertility and strengthen the soil's capacity to withstand episodes of drought, while providing protection against heavy rains synonymous with erosion and loss of fertility. ",5,Enherbement des inter rangs,Cultures permanentes,,,Enherbement des inter rangs,"L'enherbement de l'inter rang, qu'il soit temporaire ou permanent, va permettre un accroissement de la fertilité du sol et renforcer les capacités du sol à résister aux épisodes de sécherresses, tout en procurant une protection contre les fortes pluies synonymes d'érosion et de perte de fertilité."
240,Sheep grazing,2,3,Perennial crops,33,1,,,,Sheep grazing,3,1,2,1,2,1,1,5,2,2,The maintenance of the grass cover by sheep herds will allow the return to the soil of livestock excrement which will help to strengthen the fertility of the soil. ,5,Pâturage de brebis,Cultures permanentes,,,Pâturage de brebis,L'entretien de l'enherbement par des troupeaux ovins va permettre un retour au sol des déjections d'élevage qui vont concourir à renforcer la fertilité du sol.
241,Soil tillage reduction,2,3,Perennial crops,33,1,,,,Soil tillage reduction,2,1,2,1,2,1,2,5,1,1,"The reduction in tillage, in particular the depth of the worked horizon, will limit the degradation of the organic matter present. ",5,Réduction du travail du sol,Cultures permanentes,,,Réduction du travail du sol,"La réduction du travail du sol, notamment de la profondeur de l'horizon travaillé, va limiter la dégradation de la matière organique présente."
242,Very shallow soil tillage,2,3,Perennial crops,33,1,,,,Very shallow soil tillage,3,1,2,1,2,1,2,4,2,2,Tillage limited to a few cm of depth will be beneficial on the dynamics of organic matter and therefore on soil fertility. ,5,Travail du sol très superifciel,Cultures permanentes,,,Travail du sol très superifciel,"Un travail du sol limité à quelques cm de prondeur, voire l'absence totale de travail du sol, sera bénéfique sur la dynamique de matière organique et donc de la fertilité du sol."
243,Kaolinite spreading,2,3,Perennial crops,32,3,,,,Kaolinite spreading,1,2,2,2,2,2,2,4,2,1,"Adding kaolinite before a heat wave helps protect the plants from sunburn (clay film), and thus improves stomatal activity. ",5,Apport de kaolinite,Cultures permanentes,,,Apport de kaolinite,"Un apport de kaolinite avant un épisode de canicule permet de protéger la plantes des coups de soleil (film d'argile), et améliore ainsi l'activité stomatique."
244,Leaf management ,2,3,Perennial crops,32,1,,3,,Leaf management ,2,2,2,2,2,2,2,2,2,2,The management of the foliage will make it possible to limit the above-ground biomass with the idea of controlling the need for evapotranspiration of plants during periods of drought and heat waves. ,5,Gestion du feuillage,Cultures permanentes,,,Gestion du feuillage,La gestion du feuillage va permettre de limiter la biomasse aérienne dans l'idée de maîtriser le besoin en évapotranspiration des plantes lors des périodes de sécheresse et canicules.
245,Frost fight ,2,3,Perennial crops,32,4,,,,Frost fight ,2,3,3,2,2,3,2,4,2,2,"There are many devices to fight against frost, the amount of which will be quite variable: heating candles, sprinkler, fan (fixed or mobile), helicopter, hot air convector, etc. ",5,Lutte contre le gel,Cultures permanentes,,,Lutte contre le gel,"De multiples dispositifs de lutte contre le gel existent dont le montant de l'investissement sera assez variable : bougies chauffantes, aspersion, brasseur d'air (fixe ou mobile), hélicoptèe, convecteur d'air chaud, etc."
246,Nets,2,3,Perennial crops,32,6,,3,,Nets,3,2,2,2,2,2,2,4,2,3,The installation of nets is a means of combating both the damage caused by hail but also hot spells during extreme temperatures. ,5,Filets,Cultures permanentes,,,Filets,La mise en place de filets est un moyen de lutte à la fois contre les dégâts occasionées par la grêle mais aussi les coups de chaud lors de températures extrêmes.
247,Pruning,2,3,Perennial crops,32,3,,,,Pruning,2,2,2,2,2,2,2,2,2,3,The purpose of pruning management may be to protect the clusters from direct sunlight by shading the leaves located higher. ,5,Taille,Cultures permanentes,,,Taille,La gestion de la taille peut avoir pour finalité la protection des grappes d'un ensoleillement direct par ombrage des feuilles situées plus hauts.
248,Diversify grape varieties ,2,3,Perennial crops,31,8,,,,Diversify grape varieties ,1,2,2,2,2,1,2,2,2,2,Introducing a variety of grape varieties will make it possible to distribute the climatic consequences in the event of hazards. ,5,Diversifier les cépages,Cultures permanentes,,,Diversifier les cépages,Introduire une diversité de cépages permettra de répartir les conséquences climatiques en cas d'aléas.
249,Over-grafting,2,3,Perennial crops,31,8,,,,Over-grafting,2,2,2,2,2,1,2,2,2,2,Over-grafting quickly made it possible to produce grape from a new grape variety on a plant already in production. ,5,Surgreffage,Cultures permanentes,,,Surgreffage,Le surgreffage a permettre rapidement de produire du raison à partir d'un nouveau cépage sur un plant déjà en place.
250,Introduce new grape varieties ,2,3,Perennial crops,31,8,,,,Introduce new grape varieties ,3,2,2,2,2,1,2,2,3,2,Test and gradually introduce new grape varieties which will eventually be adapted to new local pdeoclimatic conditions,5,Introduire de nouveau cépages,Cultures permanentes,,,Introduire de nouveau cépages,Tester et introduire progressivement de nouveaux cépages qui seront à terme adapté aux nouvelles conditions pdéoclimatiques locales.
251,Reorganize the plantations ,2,3,Perennial crops,32,8,,,,Reorganize the plantations ,3,2,2,2,2,2,2,2,3,3,"Consider a diversification of the types of plantations in space (orientation, slopes, density, type of size, etc.) to maximize the potential of the territory's micro climates. ",5,Réorganiser les plantations,Cultures permanentes,Réorganiser les plantations,"Envisager une diversification des types de plantations dans l'espace (orientation, pentes, densité, type de taille, etc.) pour maximiser les potentialités des micro climats du territoire.",Réorganiser les plantations,"Envisager une diversification des types de plantations dans l'espace (orientation, pentes, densité, type de taille, etc.) pour maximiser les potentialités des micro climats du territoire."
252,Keyline design,2,2,Animals,24,1,,,,Keyline design,3,2,2,1,1,1,2,4,2,2,The Keyline design technique consists of favoring the infiltration of water into the soil to make it circulate as long as possible from tillage taking into account the level lines. It will then be possible to connect these keylines to watering points which will thus be naturally filled during rainy episodes. ,5,Keyline design,Elevages,,,Keyline design,La technique de Keyline design consiste à favoriser l'infiltration de l'eau dans le sol pour la faire circuler le plus longtemps possible à partir d'un travail du sol tenant compte des lignes de niveaux. Il sera alors possible de connecter ces keyline à des points d'abreuvement qui seront ainsi naturellement rempli lors des épisodes pluvieux.
